"Quality","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","chlorides"
"Low",7.1,0.33,0.64,13.2,12,105,0.9972,3.05,0.39,9.2,"Lots"
"Low",7.7,0.28,0.35,15.3,31,117,0.9998,3.27,0.5,9.6,"Lots"
"Low",7.7,0.28,0.35,15.3,31,117,0.9998,3.27,0.5,9.6,"Lots"
"Low",7.5,0.26,0.52,13.2,64,179,0.9982,3.1,0.46,9,"Little"
"High",6.5,0.14,0.32,2.7,18,89,0.9924,3.4,0.74,11.5,"Little"
"Low",6.4,0.29,0.2,15.6,20,142,0.9962,3.1,0.54,10.6,"Little"
"Low",7.1,0.33,0.64,13.2,12,105,0.9972,3.05,0.39,9.2,"Lots"
"Low",7.7,0.28,0.35,15.3,31,117,0.9998,3.27,0.5,9.6,"Lots"
"Low",9.8,0.93,0.45,8.6,34,187,0.9994,3.12,0.59,10.2,"Lots"
"Low",7.8,0.29,0.33,8.75,33,181,0.9962,3.11,0.46,10.7,"Little"
"Low",7.9,0.28,0.32,3.6,9,76,0.992,3.05,0.31,11.7,"Little"
"Low",6.3,0.24,0.37,1.8,6,61,0.9897,3.3,0.34,12.2,"Little"
"High",6.8,0.37,0.28,4,29,79,0.99,3.23,0.46,12.4,"Little"
"Low",8.4,0.22,0.28,18.8,55,130,0.998,2.96,0.35,11.6,"Little"
"Low",7,0.35,0.31,1.8,15,162,0.9944,3.18,0.47,9.4,"Lots"
"Low",7,0.35,0.31,1.8,15,162,0.9944,3.18,0.47,9.4,"Lots"
"High",7.4,0.19,0.3,12.8,48.5,229,0.9986,3.14,0.49,9.1,"Lots"
"High",7.4,0.19,0.3,12.8,48.5,229,0.9986,3.14,0.49,9.1,"Lots"
"High",7.4,0.19,0.3,12.8,48.5,229,0.9986,3.14,0.49,9.1,"Lots"
"High",7.4,0.19,0.3,12.8,48.5,229,0.9986,3.14,0.49,9.1,"Lots"
"High",7.4,0.19,0.3,12.8,48.5,229,0.9986,3.14,0.49,9.1,"Lots"
"Low",6.9,0.32,0.13,7.8,11,117,0.996,3.23,0.37,9.2,"Little"
"Low",7.6,0.32,0.58,16.75,43,163,0.9999,3.15,0.54,9.2,"Lots"
"High",7.4,0.19,0.3,12.8,48.5,229,0.9986,3.14,0.49,9.1,"Lots"
"High",7.4,0.19,0.3,12.8,48.5,212,0.9986,3.14,0.49,9.1,"Lots"
"Low",6.9,0.32,0.13,7.8,11,117,0.996,3.23,0.37,9.2,"Little"
"High",6,0.34,0.24,5.4,23,126,0.9951,3.25,0.44,9,"Lots"
"Low",7.6,0.32,0.58,16.75,43,163,0.9999,3.15,0.54,9.2,"Lots"
"Low",6.6,0.32,0.27,10.9,37,146,0.9963,3.24,0.47,10,"Little"
"Low",6.3,0.3,0.24,6.6,38,141,0.995,3.22,0.47,9.5,"Little"
"High",7.5,0.18,0.31,11.7,24,94,0.997,3.19,0.44,9.5,"Lots"
"Low",6.5,0.39,0.81,1.2,14,74,0.9936,3.08,0.53,9.5,"Lots"
"Low",6.8,0.25,0.18,1.4,13,137,0.9935,3.11,0.42,9.5,"Lots"
"Low",9.2,0.23,0.35,10.7,34,145,0.9981,3.09,0.32,9.7,"Little"
"Low",6.8,0.25,0.18,1.4,13,137,0.9935,3.11,0.42,9.5,"Lots"
"Low",7.1,0.26,0.19,8.2,53,187,0.996,3.16,0.52,9.7,"Lots"
"Low",6.4,0.24,0.23,7.3,31,157,0.9962,3.25,0.53,9.1,"Lots"
"Low",7.1,0.26,0.19,8.2,53,187,0.996,3.16,0.52,9.7,"Lots"
"Low",7.8,0.24,0.38,2.1,14,167,0.994,3.21,0.55,9.9,"Lots"
"Low",7.6,0.27,0.33,2,19,175,0.9944,3.22,0.56,9.9,"Lots"
"Low",7.7,0.39,0.34,10,35,178,0.9974,3.26,0.6,10.2,"Lots"
"High",6.6,0.23,0.24,3.9,36,138,0.9922,3.15,0.64,11.3,"Little"
"Low",7.1,0.26,0.3,2,13,128,0.9917,3.19,0.49,11.4,"Little"
"High",7.4,0.24,0.26,1.6,53,150,0.9936,3.18,0.5,9.9,"Lots"
"Low",7.1,0.26,0.3,2,13,128,0.9917,3.19,0.49,11.4,"Little"
"Low",7.8,0.3,0.37,1.3,16,96,0.9941,3.32,0.62,10,"Lots"
"High",6.5,0.24,0.36,2.2,36,134,0.9898,3.28,0.36,12.5,"Little"
"High",8,0.45,0.28,10.8,25,157,0.9957,3.06,0.47,11.4,"Lots"
"High",8,0.45,0.28,10.8,25,157,0.9957,3.06,0.47,11.4,"Lots"
"Low",7.6,0.23,0.26,15.3,32,166,0.9986,3.03,0.44,9.2,"Lots"
"Low",7.7,0.28,0.58,12.1,60,177,0.9983,3.08,0.46,8.9,"Little"
"Low",7.7,0.27,0.61,12,64,179,0.9982,3.07,0.46,8.9,"Little"
"High",7.1,0.2,0.36,11.6,45,124,0.997,2.92,0.59,9.5,"Little"
"High",7.1,0.2,0.36,11.6,45,124,0.997,2.92,0.59,9.5,"Little"
"Low",6.5,0.39,0.35,1.6,10,164,0.99516,3.35,0.51,9.7,"Little"
"Low",7.2,0.23,0.38,6.1,20,90,0.99496,3.17,0.79,9.7,"Lots"
"Low",7.1,0.28,0.19,7.8,48,184,0.99579,3.16,0.5,9.4,"Little"
"Low",6.4,0.34,0.2,14.9,37,162,0.9983,3.13,0.45,9,"Lots"
"Low",7.2,0.29,0.18,8.2,41,180,0.99644,3.16,0.49,9.1,"Little"
"Low",7.1,0.28,0.19,7.8,48,184,0.99579,3.16,0.5,9.4,"Little"
"Low",6.1,0.23,0.45,10.6,49,169,0.99699,3.05,0.54,8.8,"Lots"
"Low",6.7,0.23,0.42,11.2,52,171,0.99758,3.54,0.74,10.4,"Little"
"Low",7,0.36,0.14,11.6,35,228,0.9977,3.13,0.51,8.9,"Little"
"High",7.5,0.31,0.24,7.1,28,141,0.99397,3.16,0.38,10.6,"Little"
"Low",6.4,0.34,0.2,14.9,37,162,0.9983,3.13,0.45,9,"Lots"
"Low",6.3,0.27,0.18,7.7,45,186,0.9962,3.23,0.47,9,"Little"
"High",7.4,0.18,0.29,1.4,34,101,0.99384,3.54,0.6,10.5,"Little"
"Low",7.2,0.29,0.2,7.7,51,174,0.99582,3.16,0.52,9.5,"Little"
"Low",6.3,0.27,0.18,7.7,45,186,0.9962,3.23,0.47,9,"Little"
"Low",7.1,0.14,0.35,1.4,24,128,0.99212,2.97,0.68,10.4,"Little"
"Low",7.6,0.48,0.28,10.4,57,205,0.99748,3.24,0.45,9.3,"Little"
"Low",7.6,0.48,0.28,10.4,57,205,0.99748,3.24,0.45,9.3,"Little"
"Low",6.9,0.3,0.21,15.7,49,159,0.99827,3.11,0.48,9,"Lots"
"Low",6.9,0.3,0.21,15.7,49,159,0.99827,3.11,0.48,9,"Lots"
"Low",9.4,0.42,0.32,6.5,20,167,0.99479,3.08,0.43,10.6,"Little"
"High",7.3,0.19,0.25,1.4,41,107,0.99382,3.53,0.66,10.5,"Lots"
"Low",6.1,0.46,0.32,6.2,10,94,0.99537,3.35,0.47,10.1,"Lots"
"High",7.3,0.19,0.25,1.4,41,107,0.99382,3.53,0.66,10.5,"Lots"
"Low",7.5,0.29,0.26,14.95,47,178,0.99838,3.04,0.49,9.2,"Lots"
"Low",7.1,0.4,0.52,1.3,45,149,0.99468,3.08,0.56,8.7,"Lots"
"Low",7.4,0.33,0.26,15.6,67,210,0.99907,3.06,0.68,9.5,"Little"
"Low",7.4,0.33,0.26,15.6,67,210,0.99907,3.06,0.68,9.5,"Little"
"Low",7.4,0.33,0.26,15.6,67,210,0.99907,3.06,0.68,9.5,"Little"
"Low",7.4,0.33,0.26,15.6,67,210,0.99907,3.06,0.68,9.5,"Little"
"Low",6.6,0.41,0.24,4.9,47,144,0.99471,3.17,0.49,9.4,"Lots"
"Low",6.7,0.43,0.23,5,49,145,0.99471,3.17,0.49,9.4,"Lots"
"Low",7.4,0.33,0.26,15.6,67,210,0.99907,3.06,0.68,9.5,"Little"
"High",7.3,0.4,0.28,6.5,26,97,0.99148,3.16,0.58,12.6,"Little"
"High",7.4,0.18,0.24,1.4,21,106,0.99383,3.52,0.64,10.5,"Little"
"High",7.3,0.4,0.28,6.5,26,97,0.99148,3.16,0.58,12.6,"Little"
"High",7,0.32,0.31,6.4,38,115,0.99235,3.38,0.58,12.2,"Little"
"High",6.9,0.28,0.31,7.2,47,168,0.9946,3.29,0.57,10.6,"Little"
"High",6.3,0.41,0.18,3.5,23,109,0.99018,3.34,0.54,12.8,"Little"
"High",7,0.32,0.31,6.4,38,115,0.99235,3.38,0.58,12.2,"Little"
"High",7.3,0.3,0.33,2.3,28,125,0.99084,3.34,0.44,12.6,"Little"
"Low",6.6,0.22,0.28,12.05,25,125,0.99856,3.45,0.45,9.4,"Lots"
"Low",6,0.26,0.18,7,50,194,0.99591,3.21,0.43,9,"Lots"
"Low",6.9,0.44,0.18,11.8,26,126,0.9975,3.23,0.48,9.1,"Lots"
"High",7,0.36,0.3,5,40,143,0.99173,3.33,0.42,12.2,"Little"
"Low",5.6,0.295,0.2,2.2,18,134,0.99378,3.21,0.68,10,"Little"
"Low",6.8,0.21,0.55,14.6,34,159,0.99805,2.93,0.44,9.2,"Lots"
"Low",9.4,0.28,0.3,1.6,36,139,0.99534,3.11,0.49,9.3,"Little"
"Low",6.8,0.21,0.55,14.6,34,159,0.99805,2.93,0.44,9.2,"Lots"
"High",7,0.22,0.26,2.8,44,132,0.99078,3.34,0.41,12,"Little"
"Low",9.4,0.28,0.3,1.6,36,139,0.99534,3.11,0.49,9.3,"Little"
"High",6.8,0.32,0.3,3.3,15,80,0.99061,3.33,0.63,12.6,"Little"
"High",7.4,0.2,0.31,1.6,34,116,0.9912,3.25,0.39,12,"Little"
"Low",7.5,0.24,0.62,10.6,51,153,0.99779,3.16,0.44,8.8,"Little"
"Low",7.5,0.26,0.59,11.8,58,164,0.99814,3.17,0.46,8.9,"Little"
"High",6.6,0.4,0.32,1.7,39,84,0.99096,3.59,0.48,12.7,"Little"
"Low",4.6,0.445,0,1.4,11,178,0.99426,3.79,0.55,10.2,"Lots"
"Low",6.9,0.3,0.21,7.2,54,190,0.99595,3.22,0.48,9.4,"Little"
"Low",6.9,0.35,0.55,11.95,22,111,0.99687,3.11,0.29,9.7,"Little"
"Low",6.9,0.35,0.55,11.95,22,111,0.99687,3.11,0.29,9.7,"Little"
"Low",7.6,0.3,0.4,2.2,29,175,0.99445,3.19,0.53,9.8,"Lots"
"Low",7.5,0.3,0.32,1.4,31,161,0.99154,2.95,0.42,10.5,"Little"
"High",6.8,0.37,0.28,1.9,64,106,0.98993,3.45,0.6,12.6,"Little"
"Low",7.5,0.23,0.35,17.8,128,212,1.00241,3.44,0.43,8.9,"Lots"
"Low",8.3,0.27,0.34,10.2,50,118,0.99716,3.18,0.51,10.3,"Little"
"Low",6.8,0.26,0.22,4.8,110,198,0.99437,3.29,0.67,10.6,"Little"
"Low",6.5,0.28,0.35,9.8,61,180,0.9972,3.15,0.57,9,"Lots"
"Low",7.2,0.34,0.3,8.4,40,167,0.99756,3.48,0.62,9.7,"Lots"
"Low",7.2,0.34,0.3,8.4,40,167,0.99756,3.48,0.62,9.7,"Lots"
"High",7.7,0.4,0.27,4.5,27,95,0.99175,3.21,0.59,12.3,"Little"
"Low",6.7,0.17,0.27,1.4,39,149,0.99254,3.4,0.52,10.5,"Little"
"Low",7.7,0.28,0.63,11.1,58,179,0.9979,3.08,0.44,8.8,"Little"
"Low",7.9,0.46,0.4,10.1,19,184,0.99782,3.06,0.62,9.5,"Lots"
"Low",7.9,0.31,0.22,13.3,46,212,0.99942,3.47,0.59,10,"Little"
"High",7,0.18,0.26,1.4,46,89,0.99256,3.39,0.48,10.7,"Little"
"High",7.6,0.48,0.33,7,14,130,0.9918,3.25,0.45,12.5,"Little"
"Low",8.9,0.21,0.37,1.2,20,93,0.99244,3.2,0.37,11.5,"Little"
"Low",7.4,0.32,0.27,12.9,60,221,0.99831,3.05,0.66,9.4,"Little"
"Low",6,0.495,0.27,5,17,129,0.99396,3.03,0.36,9.3,"Lots"
"Low",8.2,0.25,0.46,3.75,14,102,0.99524,3.28,0.58,9.7,"Lots"
"Low",6.7,0.24,0.26,12.6,44,182,0.99802,3.42,0.42,9.7,"Lots"
"Low",6.6,0.32,0.24,1.3,42.5,204,0.99512,3.59,0.51,9.2,"Lots"
"Low",7.6,0.32,0.35,1.6,24,138,0.99438,3.19,0.44,9.8,"Lots"
"Low",7.4,0.33,0.44,7.6,40,227,0.99679,3.12,0.52,9,"Lots"
"High",6.3,0.1,0.24,6,25,107,0.99511,3.59,0.49,10.5,"Little"
"Low",6.2,0.45,0.73,7.2,47,202,0.99582,3.21,0.43,9.2,"Lots"
"Low",6,0.33,0.18,3,5,85,0.99125,3.28,0.4,11.5,"Little"
"Low",7.6,0.48,0.37,1.2,5,57,0.99256,3.05,0.54,10.4,"Little"
"Low",9.4,0.23,0.56,16.45,52.5,282,1.00098,3.1,0.51,9.3,"Lots"
"Low",6.4,0.27,0.19,2,21,191,0.99516,3.49,0.63,9.6,"Lots"
"Low",6.4,0.27,0.19,1.9,21,196,0.99516,3.49,0.64,9.5,"Lots"
"High",6.9,0.15,0.28,4.4,14,107,0.99347,3.24,0.46,10.4,"Little"
"High",6.9,0.15,0.28,4.4,14,107,0.99347,3.24,0.46,10.4,"Little"
"Low",7.6,0.2,0.68,12.9,56,160,0.99841,3.05,0.41,8.7,"Little"
"Low",6.9,0.3,0.29,1.3,24,189,0.99362,3.29,0.54,9.9,"Lots"
"Low",6.9,0.3,0.3,1.3,24,186,0.99361,3.29,0.54,9.9,"Lots"
"Low",7.6,0.21,0.35,1.2,7,106,0.9914,3.06,0.45,11.3,"Little"
"High",6.8,0.46,0.26,2.7,28,83,0.99114,3.38,0.51,12,"Little"
"High",7,0.28,0.26,1.7,34,130,0.9925,3.43,0.5,10.7,"Little"
"High",6.4,0.17,0.34,1.5,42,135,0.9938,3.25,0.49,9.6,"Lots"
"Low",6.3,0.695,0.55,12.9,58,252,0.99806,3.29,0.49,8.7,"Lots"
"Low",7,0.27,0.29,3.9,28,199,0.9961,3.54,0.59,10.3,"Lots"
"Low",8.4,0.3,0.25,17.75,25,218,1.00016,2.98,0.66,9.1,"Little"
"Low",9.2,0.19,0.42,2,16,104,0.99517,3.09,0.66,10,"Little"
"Low",9.2,0.16,0.49,2,18,107,0.99514,3.1,0.53,10.2,"Little"
"Low",9.8,0.16,0.46,1.8,23,130,0.99587,3.04,0.67,9.6,"Little"
"Low",6.6,0.23,0.18,8.5,59,188,0.99558,3.16,0.49,9.5,"Little"
"Low",7.5,0.705,0.1,13,44,214,0.99741,3.1,0.5,9.1,"Little"
"Low",7.1,0.21,0.28,2.7,23,111,0.99405,3.35,0.64,10.2,"Little"
"Low",6.3,0.38,0.17,8.8,50,212,0.99803,3.47,0.66,9.4,"Lots"
"Low",7.1,0.21,0.28,2.7,23,111,0.99405,3.35,0.64,10.2,"Little"
"Low",6.2,0.38,0.18,7.4,28,195,0.99773,3.53,0.71,9.2,"Lots"
"Low",8.2,0.24,0.3,2.3,23,106,0.99397,2.98,0.5,10,"Lots"
"Low",7.3,0.815,0.09,11.4,45,204,0.99713,3.15,0.46,9,"Little"
"Low",6.3,0.41,0.16,0.9,25,98,0.99274,3.16,0.42,9.5,"Little"
"Low",6.1,0.36,0.41,19.35,67,207,1.00118,3.39,0.53,9.1,"Lots"
"High",8.1,0.4,0.32,7.9,23,118,0.99176,3.05,0.46,13.3,"Little"
"Low",6.8,0.26,0.43,11.75,53,198,0.9969,3.26,0.55,9.5,"Little"
"Low",6.2,0.44,0.18,7.7,28,210,0.99771,3.56,0.72,9.2,"Lots"
"Low",6.2,0.44,0.18,7.7,28,210,0.99771,3.56,0.72,9.2,"Lots"
"Low",6.4,0.28,0.17,8.3,61,195,0.99577,3.22,0.46,9.4,"Little"
"Low",6.3,0.29,0.14,7.05,50,177,0.99564,3.23,0.42,9,"Little"
"Low",6.4,0.27,0.17,8.4,60,198,0.99578,3.21,0.47,9.4,"Little"
"Low",6.4,0.35,0.35,5.6,9,148,0.99441,3.17,0.5,9.8,"Little"
"Low",6.9,0.43,0.28,9.4,29,183,0.99594,3.17,0.43,9.4,"Lots"
"Low",6.9,0.43,0.28,9.4,29,183,0.99594,3.17,0.43,9.4,"Lots"
"Low",6.8,0.46,0.26,6.3,49,159,0.99434,3.14,0.47,10,"Lots"
"Low",7.6,0.285,0.32,14.6,32,201,0.998,3,0.45,9.2,"Lots"
"Low",6.6,0.32,0.33,2.5,40,219.5,0.99316,3.15,0.6,10,"Lots"
"Low",7.6,0.285,0.32,14.6,32,201,0.998,3,0.45,9.2,"Lots"
"Low",6.6,0.34,0.34,2.6,40.5,210,0.99314,3.15,0.61,10,"Lots"
"Low",6.6,0.32,0.33,2.5,40,210,0.99316,3.15,0.6,10,"Lots"
"Low",6.6,0.56,0.15,10,38,157,0.99642,3.28,0.52,9.4,"Little"
"Low",6.6,0.56,0.15,10,38,157,0.99642,3.28,0.52,9.4,"Little"
"High",7.3,0.19,0.27,1.6,35,136,0.99248,3.38,0.54,11,"Little"
"Low",7.1,0.29,0.3,16,58,201,0.99954,3.3,0.67,9,"Little"
"Low",6.6,0.33,0.24,16.05,31,147,0.99822,3.08,0.52,9.2,"Little"
"Low",6.6,0.33,0.24,16.05,31,147,0.99822,3.08,0.52,9.2,"Little"
"Low",8.2,0.26,0.33,2.6,11,71,0.99402,2.89,0.49,9.5,"Lots"
"Low",8.3,0.25,0.33,2.5,12,72,0.99404,2.89,0.48,9.5,"Lots"
"High",7,0.26,0.26,10.8,37,184,0.99787,3.47,0.58,10.3,"Little"
"Low",6,0.26,0.15,1.2,35,124,0.99347,3.08,0.46,8.8,"Lots"
"Low",7.5,0.28,0.78,12.1,53,161,0.99838,2.98,0.44,8.7,"Little"
"Low",7.5,0.27,0.79,11.95,51,159,0.99839,2.98,0.44,8.7,"Little"
"Low",6.8,0.34,0.1,1.4,29,118,0.9936,3.21,0.41,9.5,"Little"
"Low",7.6,0.25,0.34,1.3,34,176,0.99434,3.1,0.51,9.5,"Lots"
"High",5.6,0.35,0.4,6.3,23,174,0.9922,3.54,0.5,11.6,"Little"
"High",6.1,0.27,0.31,1.5,17,83,0.99076,3.32,0.44,11.1,"Little"
"Low",7.4,0.56,0.09,1.5,19,117,0.99496,3.22,0.53,9.8,"Lots"
"High",6.1,0.27,0.31,1.5,17,83,0.99076,3.32,0.44,11.1,"Little"
"Low",6.8,0.32,0.3,1,22,113,0.99289,3.24,0.61,10.2,"Little"
"Low",6.4,0.3,0.16,7.5,55,191,0.9959,3.17,0.49,9,"Lots"
"Low",6.7,0.24,0.32,10.3,37,122,0.99662,3.02,0.45,8.8,"Lots"
"Low",6,0.2,0.24,5.3,49,201,0.99466,3.21,0.43,9.5,"Lots"
"Low",7.6,0.31,0.23,12.7,20,139,0.99836,3.16,0.5,9.7,"Lots"
"Low",7.6,0.31,0.23,12.7,20,139,0.99836,3.16,0.5,9.7,"Lots"
"Low",6.3,0.18,0.22,1.5,45,155,0.99238,3.19,0.48,10.2,"Little"
"Low",8.6,0.23,0.25,11.3,13,96,0.99645,3.11,0.4,10.8,"Little"
"Low",6.8,0.21,0.36,18.1,32,133,1,3.27,0.48,8.8,"Little"
"Low",6.8,0.21,0.36,18.1,32,133,1,3.27,0.48,8.8,"Little"
"Low",6.8,0.21,0.36,18.1,32,133,1,3.27,0.48,8.8,"Little"
"Low",6.4,0.31,0.4,6.4,39,191,0.99513,3.14,0.52,9.8,"Little"
"Low",8.6,0.34,0.36,1.4,11,119,0.99556,3.17,0.47,9.4,"Little"
"Low",8.6,0.34,0.36,1.4,11,119,0.99556,3.17,0.47,9.4,"Little"
"High",7.1,0.34,0.31,5.2,36,140,0.99166,3.35,0.47,12.3,"Little"
"Low",8,0.27,0.57,10.4,18,134,0.99732,3.12,0.68,9,"Lots"
"Low",6.9,0.34,0.36,1.4,13,145,0.99214,3.07,0.52,9.8,"Little"
"High",6.9,0.34,0.3,4.7,34,148,0.99165,3.36,0.49,12.3,"Little"
"High",7.1,0.12,0.3,3.1,15,37,0.99004,3.02,0.52,11.9,"Little"
"High",7.1,0.12,0.3,3.1,15,37,0.99004,3.02,0.52,11.9,"Little"
"Low",6.3,0.24,0.55,8.1,67,216,0.99596,3.24,0.5,9.2,"Little"
"Low",7.5,0.41,0.23,14.8,28,174,0.99898,3.18,0.49,9.7,"Lots"
"High",6.5,0.18,0.33,1.4,35,138,0.99114,3.36,0.6,11.5,"Little"
"High",7.3,0.17,0.24,8.1,32,162,0.99508,3.17,0.38,10.4,"Lots"
"Low",8.2,0.2,0.38,3.5,41,174,0.99306,3.22,0.41,11.6,"Lots"
"Low",7.5,0.41,0.23,14.8,28,174,0.99898,3.18,0.49,9.7,"Lots"
"High",7.3,0.17,0.24,8.1,32,162,0.99508,3.17,0.38,10.4,"Lots"
"High",6.5,0.18,0.33,1.4,35,138,0.99114,3.36,0.6,11.5,"Little"
"Low",6.6,0.42,0.13,12.8,26,158,0.99772,3.24,0.47,9,"Little"
"Low",6.7,0.54,0.27,7.1,8,178,0.99502,3.16,0.38,9.4,"Little"
"Low",6.7,0.54,0.27,7.1,8,178,0.99502,3.16,0.38,9.4,"Little"
"Low",6.4,0.22,0.3,11.2,53,149,0.99479,3.21,0.34,10.8,"Little"
"High",6.8,0.23,0.3,1.7,19,95,0.99207,3.17,0.46,10.7,"Little"
"Low",6.2,0.27,0.18,1.5,20,111,0.99228,3.41,0.5,10,"Little"
"Low",9,0.29,0.34,12.1,34,177,0.99706,3.13,0.47,10.6,"Little"
"Low",8.9,0.27,0.34,10.7,19.5,166,0.99669,3.13,0.48,10.6,"Little"
"Low",6.7,0.5,0.38,7.5,26,175,0.99662,3.32,0.54,9.6,"Little"
"Low",6.2,0.33,0.14,4.8,27,128,0.99475,3.21,0.48,9.4,"Lots"
"Low",7.5,0.2,0.47,16.9,51,188,0.99944,3.09,0.62,9.3,"Lots"
"Low",6.2,0.33,0.14,4.8,27,128,0.99475,3.21,0.48,9.4,"Lots"
"Low",6.6,0.36,0.52,11.3,8,110,0.9966,3.07,0.46,9.4,"Little"
"High",6.3,0.13,0.42,1.1,63,146,0.99066,3.13,0.72,11.2,"Little"
"High",6.4,0.15,0.44,1.2,67,150,0.9907,3.14,0.73,11.2,"Little"
"High",6.3,0.13,0.42,1.1,63,146,0.99066,3.13,0.72,11.2,"Little"
"Low",7.6,0.23,0.64,12.9,54,170,0.998,3,0.53,8.8,"Little"
"High",6.4,0.15,0.44,1.2,67,150,0.9907,3.14,0.73,11.2,"Little"
"High",6.3,0.13,0.42,1.1,63,146,0.99066,3.13,0.72,11.2,"Little"
"Low",5.7,0.255,0.65,1.2,17,137,0.99307,3.2,0.42,9.4,"Lots"
"Low",6.9,0.28,0.22,10,36,131,0.99696,3.08,0.46,9.6,"Lots"
"Low",5.7,0.255,0.65,1.2,17,137,0.99307,3.2,0.42,9.4,"Lots"
"Low",7.3,0.37,0.16,14.9,59,240,0.99902,3.13,0.45,8.9,"Little"
"High",6.9,0.21,0.24,1.8,17,80,0.98992,3.15,0.46,12.3,"Little"
"Low",6.6,0.24,0.28,1.8,39,132,0.99182,3.34,0.46,11.4,"Little"
"Low",6.6,0.24,0.28,1.8,39,132,0.99182,3.34,0.46,11.4,"Little"
"Low",7,0.14,0.28,1.3,10,56,0.99352,3.46,0.45,9.9,"Little"
"Low",6.3,0.34,0.36,4.9,31,185,0.9946,3.15,0.49,9.7,"Little"
"Low",6.8,0.26,0.24,1.9,70,154,0.99273,3.18,0.52,10.5,"Little"
"Low",6.5,0.27,0.4,10,74,227,0.99582,3.18,0.5,9.4,"Little"
"Low",6.7,0.25,0.36,8.6,63,206,0.99553,3.18,0.5,9.6,"Little"
"High",5.8,0.3,0.27,1.7,45,104,0.98914,3.4,0.56,12.6,"Little"
"Low",7.7,0.3,0.26,18.95,36,174,0.99976,3.2,0.5,10.4,"Lots"
"High",6.8,0.18,0.3,12.8,19,171,0.99808,3,0.52,9,"Lots"
"High",6.8,0.18,0.3,12.8,19,171,0.99808,3,0.52,9,"Lots"
"High",6.8,0.18,0.3,12.8,19,171,0.99808,3,0.52,9,"Lots"
"High",6.8,0.18,0.3,12.8,19,171,0.99808,3,0.52,9,"Lots"
"High",6.8,0.18,0.3,12.8,19,171,0.99808,3,0.52,9,"Lots"
"High",6.8,0.18,0.3,12.8,19,171,0.99808,3,0.52,9,"Lots"
"High",6.8,0.18,0.3,12.8,19,171,0.99808,3,0.52,9,"Lots"
"Low",7.2,0.615,0.1,1.4,25,154,0.99499,3.2,0.48,9.7,"Lots"
"High",6.7,0.34,0.3,8.5,24,152,0.99615,3.46,0.64,11,"Lots"
"Low",7.3,0.32,0.29,1.5,32,144,0.99296,3.2,0.55,10.8,"Little"
"Low",6.3,0.21,0.29,11.7,49,147,0.99482,3.22,0.38,10.8,"Little"
"High",5.4,0.5,0.13,5,12,107,0.99079,3.48,0.88,13.5,"Little"
"Low",8.2,0.52,0.34,1.2,18,167,0.99366,3.24,0.39,10.6,"Little"
"Low",7.8,0.28,0.31,2.1,28,208,0.99434,3.23,0.64,9.8,"Little"
"Low",7.8,0.28,0.31,2.1,28,208,0.99434,3.23,0.64,9.8,"Little"
"High",6.8,0.11,0.42,1.1,51,132,0.99059,3.18,0.74,11.3,"Little"
"Low",6.2,0.26,0.32,15.3,64,185,0.99835,3.31,0.61,9.4,"Little"
"High",6.7,0.3,0.29,2.8,37,107,0.99159,3.31,0.63,11.3,"Little"
"High",6.7,0.3,0.29,2.8,37,107,0.99159,3.31,0.63,11.3,"Little"
"Low",6.3,0.27,0.46,11.1,44,177,0.99691,3.18,0.67,9.4,"Lots"
"Low",6.5,0.3,0.39,7.8,61,219,0.9959,3.19,0.5,9.4,"Little"
"High",6.7,0.3,0.29,2.8,37,107,0.99159,3.31,0.63,11.3,"Little"
"Low",6.6,0.36,0.52,10.1,29,140,0.99628,3.07,0.4,9.4,"Lots"
"Low",6.15,0.21,0.37,3.2,20,80,0.99076,3.39,0.47,12,"Little"
"High",6.5,0.18,0.41,14.2,47,129,0.99678,3.28,0.72,10.3,"Little"
"High",6.5,0.18,0.41,14.2,47,129,0.99678,3.28,0.72,10.3,"Little"
"High",6.5,0.18,0.41,14.2,47,129,0.99678,3.28,0.72,10.3,"Little"
"High",6.6,0.26,0.21,2.9,48,126,0.99089,3.22,0.38,11.3,"Little"
"Low",6.5,0.28,0.28,20.4,40,144,1.0002,3.14,0.38,8.7,"Little"
"Low",6.6,0.36,0.52,10.1,29,140,0.99628,3.07,0.4,9.4,"Lots"
"High",6.6,0.26,0.21,2.9,48,126,0.99089,3.22,0.38,11.3,"Little"
"High",6.5,0.18,0.41,14.2,47,129,0.99678,3.28,0.72,10.3,"Little"
"Low",6.15,0.21,0.37,3.2,20,80,0.99076,3.39,0.47,12,"Little"
"Low",4.5,0.19,0.21,0.95,89,159,0.99332,3.34,0.42,8,"Little"
"High",8,0.24,0.26,1.7,36,136,0.99316,3.44,0.51,10.4,"Little"
"High",7.8,0.17,0.23,1.7,39,128,0.99272,3.37,0.41,10.7,"Little"
"Low",5.8,0.6,0,1.3,72,197,0.99202,3.56,0.43,10.9,"Little"
"High",6.7,0.28,0.28,2.4,36,100,0.99064,3.26,0.39,11.7,"Little"
"Low",6.8,0.44,0.2,16,61,186,0.99884,3.13,0.45,8.6,"Lots"
"Low",7.2,0.24,0.27,11.4,40,174,0.99773,3.2,0.44,9,"Little"
"Low",8.7,0.31,0.73,14.35,27,191,1.00013,2.96,0.88,8.7,"Little"
