"Amount","DaysSinceStart","Industry","SuperIndustry","Internet","CZIP","MZIP","ID","Merchant","Distance"
5.25,168,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
11,205,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
1.75,394,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
11.5,220,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
24,269,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
4.75,394,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
27,290,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
24,207,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
15,290,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
27.5,269,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
7.5,207,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
11,168,"Movie and Other Theatrical","Information","No",10583,"10523",37783,"UNKNOWN",4
15.75,361,"Movie and Other Theatrical","Information","No",10583,"10710",37783,"UNKNOWN",3
25.75,451,"Movie and Other Theatrical","Information","No",10583,"10710",37783,"UNKNOWN",3
22,438,"Movie and Other Theatrical","Information","No",10583,"10532",37783,"UNKNOWN",7
34,380,"Movie and Other Theatrical","Information","No",10583,"10601",37783,"UNKNOWN",3
58,388,"Movie and Other Theatrical","Information","No",10583,"10601",37783,"UNKNOWN",3
62,325,"Movie and Other Theatrical","Information","No",10583,"10601",37783,"UNKNOWN",3
25,331,"Movie and Other Theatrical","Information","No",10583,"10601",37783,"UNKNOWN",3
15,410,"Office Supply Chains","General Merchandise Stores","Yes",10583,"10128",37783,"UNKNOWN",14
80,310,"Religious, Civic and Professional Organizations","Other Services","Yes",10583,"10004",37783,"UNKNOWN",20
110,310,"Religious, Civic and Professional Organizations","Other Services","Yes",10583,"10004",37783,"UNKNOWN",20
30,221,"Religious, Civic and Professional Organizations","Other Services","Yes",10583,"90017",37783,"UNKNOWN",2139
16.1,169,"Miscellaneous Personal Services","Other Services","No",10583,"10583",37783,"UNKNOWN",0
63.2,410,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
10.83,27,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10710",37783,"UNKNOWN",3
54.15,419,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10710",37783,"UNKNOWN",3
44,147,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10583",37783,"UNKNOWN",0
50.92,351,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10710",37783,"UNKNOWN",3
61.74,59,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10710",37783,"UNKNOWN",3
16.23,115,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10710",37783,"UNKNOWN",3
42.93,426,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
94.26,346,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10710",37783,"UNKNOWN",3
30.72,79,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"06880",37783,"UNKNOWN",22
34.66,346,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10710",37783,"UNKNOWN",3
25.98,4,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10710",37783,"UNKNOWN",3
48.03,196,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10502",37783,"UNKNOWN",3
61.17,65,"Beer/Wine/Liquor Stores","Grocery and Food Stores","No",10583,"10607",37783,"UNKNOWN",3
130,270,"Miscellaneous entertainment and recreation","Arts, Entertainment, Recreation","No",10583,"10523",37783,"UNKNOWN",4
175,447,"Miscellaneous entertainment and recreation","Arts, Entertainment, Recreation","No",10583,"10523",37783,"UNKNOWN",4
50,93,"Miscellaneous Educational Services","Education Services","Yes",10583,"20007",37783,"UNKNOWN",196
57.85,291,"Miscellaneous Educational Services","Education Services","No",10583,"10583",37783,"UNKNOWN",0
16.02,452,"Miscellaneous Educational Services","Education Services","No",10583,"10583",37783,"UNKNOWN",0
55.73,437,"Miscellaneous Educational Services","Education Services","No",10583,"10583",37783,"UNKNOWN",0
8.03,416,"Miscellaneous Educational Services","Education Services","No",10583,"10583",37783,"UNKNOWN",0
140,12,"Miscellaneous Educational Services","Education Services","Yes",10583,"10010",37783,"UNKNOWN",17
5,304,"Automotive Fuel","Motor Vehicles","No",10583,"10607",37783,"UNKNOWN",3
40,304,"Automotive Fuel","Motor Vehicles","No",10583,"10607",37783,"UNKNOWN",3
5,304,"Automotive Fuel","Motor Vehicles","No",10583,"10607",37783,"UNKNOWN",3
66.68,233,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","Yes",10583,"98072",37783,"UNKNOWN",2083
185.33,398,"Women's Apparel","Apparel and Accessories","Yes",10583,"33308",37783,"UNKNOWN",940
22,247,"Department Stores","General Merchandise Stores","No",10583,"10601",37783,"M2535",3
18.79,47,"Department Stores","General Merchandise Stores","No",10583,"10601",37783,"M2535",3
24.13,108,"Department Stores","General Merchandise Stores","No",10583,"10601",37783,"M2535",3
74.06,310,"Department Stores","General Merchandise Stores","No",10583,"52404",37783,"M2535",808
148.71,307,"Department Stores","General Merchandise Stores","Yes",10583,"52404",37783,"M2535",808
114.97,310,"Department Stores","General Merchandise Stores","No",10583,"52404",37783,"M2535",808
30.85,308,"Department Stores","General Merchandise Stores","Yes",10583,"52404",37783,"M2535",808
32.91,310,"Department Stores","General Merchandise Stores","Yes",10583,"52404",37783,"M2535",808
42.9,443,"Department Stores","General Merchandise Stores","Yes",10583,"52404",37783,"M2535",808
184.97,307,"Department Stores","General Merchandise Stores","Yes",10583,"52404",37783,"M2535",808
184.97,305,"Department Stores","General Merchandise Stores","Yes",10583,"52404",37783,"M2535",808
42.9,445,"Department Stores","General Merchandise Stores","Yes",10583,"52404",37783,"M2535",808
114.97,308,"Department Stores","General Merchandise Stores","No",10583,"52404",37783,"M2535",808
21.3,77,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11217",37783,"M2548",20
7.3,125,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11106",37783,"M2548",15
13.32,386,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11101",37783,"M2548",16
21.3,77,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11217",37783,"M2548",20
10.81,93,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11222",37783,"M2548",17
10.4,111,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11220",37783,"M2548",23
10.56,310,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"10001",37783,"M2548",17
11.88,356,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"10001",37783,"M2548",17
11.88,356,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"10001",37783,"M2548",17
11.88,357,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"10001",37783,"M2548",17
11.88,357,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"10001",37783,"M2548",17
10.81,93,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11217",37783,"M2548",20
9.84,310,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11101",37783,"M2548",16
9,203,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"10019",37783,"M2548",16
10.4,356,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11106",37783,"M2548",15
21.3,77,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11217",37783,"M2548",20
90,75,"T+E Taxi and Limousine","Transportation and Warehousing","No",10583,"11222",37783,"M2548",17
128.45,214,"Cosmetics and Beauty Services","Other Services","No",10583,"10016",37783,"M2555",17
98.05,33,"Department Stores","General Merchandise Stores","No",10583,"32819",37783,"M2562",840
22.4,286,"Office Supply Chains","General Merchandise Stores","No",10583,"10018",37783,"M2563",17
3.35,309,"Family Apparel","Apparel and Accessories","Yes",10583,"43123",37783,"M2575",431
23.94,309,"Family Apparel","Apparel and Accessories","Yes",10583,"43123",37783,"M2575",431
21.39,1,"Family Apparel","Apparel and Accessories","No",10583,"10583",37783,"M2575",0
10.04,305,"Family Apparel","Apparel and Accessories","No",10583,"10583",37783,"M2575",0
80.39,290,"Giftware/Houseware/Card Shops","General Merchandise Stores","Yes",10583,"68127",37783,"M2612",1007
1402.2,177,"Consumer Electronics / Appliances","Consumer Electronics and Computers","No",10583,"10710",37783,"M2632",3
5.67,184,"Eating Places","Accommodations and Food Services","No",10583,"10583",37783,"M2651",0
14.05,73,"Giftware/Houseware/Card Shops","General Merchandise Stores","No",10583,"10710",37783,"M2677",3
35.25,21,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M2684",3
65.75,277,"Financial Services","Finance and Insurance","Yes",10583,"76011",37783,"M2696",1220
46.71,403,"Financial Services","Finance and Insurance","Yes",10583,"76011",37783,"M2696",1220
45.74,220,"Financial Services","Finance and Insurance","Yes",10583,"17602",37783,"M2696",127
21.98,345,"Financial Services","Finance and Insurance","Yes",10583,"78230",37783,"M2696",1389
1.45,161,"Eating Places","Accommodations and Food Services","No",10583,"10018",37783,"M2831",17
22.34,346,"Miscellaneous Apparel","Apparel and Accessories","Yes",10583,"01886",37783,"M2861",143
64.23,394,"Family Apparel","Apparel and Accessories","No",10583,"19007",37783,"M2886",72
74.99,345,"Family Apparel","Apparel and Accessories","Yes",10583,"19007",37783,"M2886",72
66.29,212,"Family Apparel","Apparel and Accessories","Yes",10583,"19007",37783,"M2886",72
24.31,237,"Family Apparel","Apparel and Accessories","No",10583,"19007",37783,"M2886",72
75.15,271,"Family Apparel","Apparel and Accessories","Yes",10583,"19007",37783,"M2886",72
1,271,"Family Apparel","Apparel and Accessories","Yes",10583,"19007",37783,"M2886",72
1,211,"Family Apparel","Apparel and Accessories","Yes",10583,"19007",37783,"M2886",72
6.29,106,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
9.68,90,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
1.29,219,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
6.66,160,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
1.29,218,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
2.58,131,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
2.69,224,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
20.42,355,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
6.14,127,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
3.26,440,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
15.28,392,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
4.31,85,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
2.58,124,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
3.87,139,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
3.87,146,"Drug Store Chains","Health and Personal Care Stores","No",10583,"10017",37783,"M2970",16
236.23,275,"Men's Apparel","Apparel and Accessories","No",10583,"10583",37783,"M3014",0
91.27,437,"Men's Apparel","Apparel and Accessories","No",10583,"10583",37783,"M3014",0
126.7,381,"Men's Apparel","Apparel and Accessories","No",10583,"10003",37783,"M3014",18
8.67,108,"Health/Beauty/Medical Supplies","Health and Personal Care Stores","No",10583,"10601",37783,"M3148",3
21.68,297,"Health/Beauty/Medical Supplies","Health and Personal Care Stores","No",10583,"10601",37783,"M3148",3
10,43,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","No",10583,"19047",37783,"M3152",72
164.28,429,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","No",10583,"19047",37783,"M3152",72
170.79,42,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","Yes",10583,"32821",37783,"M3152",844
1,42,"Amusement, Recreation Activities","Arts, Entertainment, Recreation","Yes",10583,"32821",37783,"M3152",844
5,401,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,193,"Automotive Fuel","Motor Vehicles","No",10583,"10704",37783,"M3172",5
5,216,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,43,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,80,"Automotive Fuel","Motor Vehicles","No",10583,"10803",37783,"M3172",5
5,142,"Automotive Fuel","Motor Vehicles","No",10583,"10606",37783,"M3172",3
5,315,"Automotive Fuel","Motor Vehicles","No",10583,"10607",37783,"M3172",3
5,394,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,60,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,450,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,15,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
2.59,82,"Automotive Fuel","Motor Vehicles","No",10583,"10607",37783,"M3172",3
5,118,"Automotive Fuel","Motor Vehicles","No",10583,"10607",37783,"M3172",3
5,145,"Automotive Fuel","Motor Vehicles","No",10583,"06851",37783,"M3172",20
5,100,"Automotive Fuel","Motor Vehicles","No",10583,"06851",37783,"M3172",20
5,275,"Automotive Fuel","Motor Vehicles","No",10583,"06851",37783,"M3172",20
5,23,"Automotive Fuel","Motor Vehicles","No",10583,"10606",37783,"M3172",3
5,332,"Automotive Fuel","Motor Vehicles","No",10583,"10606",37783,"M3172",3
5,84,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M3172",0
5,51,"Automotive Fuel","Motor Vehicles","No",10583,"10803",37783,"M3172",5
5,367,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,247,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,225,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,129,"Automotive Fuel","Motor Vehicles","No",10583,"11021",37783,"M3172",12
5,32,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,435,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,348,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,94,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,108,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,263,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,268,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,311,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,170,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,341,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,259,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,87,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,420,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,9,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,381,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3172",3
5,108,"Automotive Fuel","Motor Vehicles","No",10583,"10704",37783,"M3172",5
124.54,355,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
141.22,200,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
26.96,298,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
146.28,263,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
47.05,284,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
101.4,340,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
220.24,417,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
122.85,270,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
44.8,396,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
18.95,369,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
6.43,254,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
252.41,326,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
97.62,346,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
68.8,207,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
84.62,404,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
172.05,334,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
135.1,227,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
65.96,379,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
24.84,415,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
95.3,389,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
48.19,196,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
120.93,242,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
123.47,430,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
72.13,192,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
36.26,312,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
36.91,254,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
103.81,382,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
95.23,361,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
68.1,248,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
155.8,220,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
11.59,79,"Grocery Stores","Grocery and Food Stores","No",10583,"11803",37783,"M3195",19
109.91,451,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
44.74,448,"Grocery Stores","Grocery and Food Stores","No",10583,"10583",37783,"M3195",0
2.44,398,"Eating Places","Accommodations and Food Services","No",10583,"06897",37783,"M3263",21
12.47,223,"Eating Places","Accommodations and Food Services","No",10583,"06897",37783,"M3263",21
7.42,399,"Eating Places","Accommodations and Food Services","No",10583,"06897",37783,"M3263",21
7.75,285,"Eating Places","Accommodations and Food Services","No",10583,"06897",37783,"M3263",21
31.52,453,"Giftware/Houseware/Card Shops","General Merchandise Stores","Yes",10583,"08234",37783,"M3311",101
81.47,177,"Sporting Goods / Apparel / Footwear","Sporting Goods and Hobby","No",10583,"11590",37783,"M3319",17
40.78,213,"Office Supply Chains","General Merchandise Stores","No",10583,"10583",37783,"M3342",0
9.21,181,"Office Supply Chains","General Merchandise Stores","No",10583,"10583",37783,"M3342",0
42.39,163,"Office Supply Chains","General Merchandise Stores","No",10583,"06897",37783,"M3342",21
169.2,136,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
31.5,5,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
98.62,387,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
167.82,4,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
121.56,283,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
78.39,380,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
58.08,81,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
92.89,88,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
71.94,27,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
18.45,373,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
47.99,334,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
71.64,200,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
20.22,331,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
184.8,310,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
60.41,194,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
29.42,164,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
43.65,67,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
26.95,177,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
30.65,454,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
59.57,18,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
127.92,115,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
58.54,254,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
25.98,59,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
170.93,408,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
215.68,445,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
73.89,52,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
86.41,78,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
16.25,11,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
134.63,419,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
66.25,369,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
38.27,242,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
72.34,396,"Grocery Stores","Grocery and Food Stores","No",10583,"10710",37783,"M3367",3
128.98,73,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
160.96,109,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
149.48,305,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
155.09,277,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
228.89,151,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
100.68,95,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
142.67,46,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
142.16,66,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
103.96,129,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
90.38,32,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
73.77,102,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
86.33,166,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
7.03,166,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
124.86,177,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
125.03,122,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
173.6,235,"Grocery Stores","Grocery and Food Stores","No",10583,"10522",37783,"M3372",3
17.16,297,"Shoe Stores","Apparel and Accessories","No",10583,"10601",37783,"M3378",3
319.71,339,"Optical","Health and Personal Care Stores","No",10583,"10601",37783,"M3400",3
5,28,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M3402",0
5,283,"Automotive Fuel","Motor Vehicles","No",10583,"10523",37783,"M3402",4
5,283,"Automotive Fuel","Motor Vehicles","No",10583,"10523",37783,"M3402",4
72.51,283,"Automotive Fuel","Motor Vehicles","No",10583,"10523",37783,"M3402",4
5,246,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M3402",0
25,246,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M3402",0
5,291,"Automotive Fuel","Motor Vehicles","No",10583,"07645",37783,"M3402",11
67.76,291,"Automotive Fuel","Motor Vehicles","No",10583,"07645",37783,"M3402",11
5,291,"Automotive Fuel","Motor Vehicles","No",10583,"07645",37783,"M3402",11
5,423,"Automotive Fuel","Motor Vehicles","No",10583,"06776",37783,"M3402",40
41.01,423,"Automotive Fuel","Motor Vehicles","No",10583,"06776",37783,"M3402",40
5,423,"Automotive Fuel","Motor Vehicles","No",10583,"06776",37783,"M3402",40
5,170,"Automotive Fuel","Motor Vehicles","No",10583,"10530",37783,"M3402",2
5,170,"Automotive Fuel","Motor Vehicles","No",10583,"10530",37783,"M3402",2
61.29,170,"Automotive Fuel","Motor Vehicles","No",10583,"10530",37783,"M3402",2
5,413,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M3402",0
5,413,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M3402",0
69.16,413,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M3402",0
5,96,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3402",3
5,96,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3402",3
53.51,15,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3402",3
20.01,96,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3402",3
5,15,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3402",3
5,15,"Automotive Fuel","Motor Vehicles","No",10583,"10502",37783,"M3402",3
5,246,"Automotive Fuel","Motor Vehicles","No",10583,"10583",37783,"M3402",0
47.91,430,"Eating Places","Accommodations and Food Services","No",10583,"10014",37783,"M3419",18
50.93,242,"Family Apparel","Apparel and Accessories","No",10583,"10523",37783,"M3434",4
27.77,332,"Discount Department Stores","General Merchandise Stores","No",10583,"10530",37783,"M3437",2
41.68,455,"Discount Department Stores","General Merchandise Stores","No",10583,"11801",37783,"M3437",19
77.29,114,"Discount Department Stores","General Merchandise Stores","No",10583,"10601",37783,"M3456",3
9.74,182,"Discount Department Stores","General Merchandise Stores","No",10583,"10601",37783,"M3456",3
77.2,22,"Discount Department Stores","General Merchandise Stores","No",10583,"10601",37783,"M3456",3
77.2,22,"Discount Department Stores","General Merchandise Stores","No",10583,"10601",37783,"M3456",3
200,40,"Travel Agencies and Tour Operators","Administrative Support, Waste Management and Remediation Services","No",10583,"06855",37783,"M3461",19
44.38,305,"Children's Apparel","Apparel and Accessories","Yes",10583,"07094",37783,"M3501",17
208.15,299,"Children's Apparel","Apparel and Accessories","Yes",10583,"07094",37783,"M3501",17
291.93,297,"Home Furnishings / Furniture","General Merchandise Stores","No",10583,"10601",37783,"M3506",3
33.4,36,"Camera/Photography Supplies","Consumer Electronics and Computers","Yes",10583,"94043",37783,"M3599",2233
178.54,367,"Toy Stores","General Merchandise Stores","Yes",10583,"19406",37783,"M3645",90
169.01,339,"Toy Stores","General Merchandise Stores","Yes",10583,"19406",37783,"M3645",90
190.7,213,"Toy Stores","General Merchandise Stores","No",10583,"10601",37783,"M3646",3
43.33,354,"Grocery Stores","Grocery and Food Stores","No",10583,"11803",37783,"M3656",19
